"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 04, 2016","55.61","55.79","56.34","54.86","5.69M","-2.95%"
"Dec 31, 2015","57.30","57.23","57.50","56.72","3.52M","-0.37%"
"Dec 30, 2015","57.51","59.28","59.30","57.45","3.18M","-3.02%"
"Dec 29, 2015","59.30","59.17","59.74","58.74","2.32M","0.49%"
"Dec 28, 2015","59.01","59.79","60.20","58.67","2.52M","-1.29%"
"Dec 24, 2015","59.78","58.35","60.44","58.35","3.02M","2.45%"
"Dec 23, 2015","58.35","58.02","58.57","57.11","3.38M","0.60%"
"Dec 22, 2015","58.00","58.28","58.36","56.65","3.92M","-0.09%"
"Dec 21, 2015","58.05","57.42","58.32","57.27","3.30M","1.99%"
"Dec 18, 2015","56.92","57.32","58.22","56.72","5.02M","-0.70%"
"Dec 17, 2015","57.32","58.86","59.65","57.30","4.00M","-2.63%"
"Dec 16, 2015","58.87","58.26","59.15","57.06","4.19M","1.68%"
"Dec 15, 2015","57.90","57.83","58.48","57.51","3.68M","1.05%"
"Dec 14, 2015","57.30","57.37","57.74","55.33","5.69M","0.47%"
"Dec 11, 2015","57.03","58.18","58.76","56.91","5.04M","-4.20%"
"Dec 10, 2015","59.53","58.10","60.18","57.61","5.10M","2.89%"
"Dec 09, 2015","57.86","58.70","59.88","57.15","5.14M","-1.35%"
"Dec 08, 2015","58.65","59.67","60.51","58.05","4.67M","-3.09%"
"Dec 07, 2015","60.52","59.95","61.49","59.74","6.91M","2.68%"
"Dec 04, 2015","58.94","57.56","59.09","57.52","5.13M","3.88%"
"Dec 03, 2015","56.74","57.91","58.23","56.56","4.11M","-2.02%"
"Dec 02, 2015","57.91","58.00","59.34","57.62","5.39M","1.61%"
"Dec 01, 2015","56.99","55.68","57.11","55.53","3.97M","2.26%"
"Nov 30, 2015","55.73","56.82","57.20","55.58","5.12M","-1.92%"
"Nov 27, 2015","56.82","56.40","57.46","56.26","1.64M","1.07%"
"Nov 25, 2015","56.22","57.08","57.21","55.93","4.62M","-1.02%"
"Nov 24, 2015","56.80","57.09","57.24","56.07","7.26M","-3.01%"
"Nov 23, 2015","58.56","58.85","59.23","58.34","2.61M","-0.43%"
"Nov 20, 2015","58.81","58.49","59.29","58.36","3.56M","0.53%"
"Nov 19, 2015","58.50","58.09","59.30","57.80","3.48M","1.37%"
"Nov 18, 2015","57.71","57.49","58.26","56.51","4.66M","0.58%"
"Nov 17, 2015","57.38","58.30","59.29","57.02","4.41M","-1.21%"
"Nov 16, 2015","58.08","57.37","58.21","57.06","6.17M","-1.22%"
"Nov 13, 2015","58.80","59.10","59.57","58.44","3.09M","-0.76%"
"Nov 12, 2015","59.25","59.00","60.11","59.00","2.71M","-0.65%"
"Nov 11, 2015","59.64","60.26","60.44","59.58","2.26M","-0.70%"
"Nov 10, 2015","60.06","60.18","60.85","59.03","2.66M","-0.15%"
"Nov 09, 2015","60.15","61.16","61.42","59.67","3.47M","-2.18%"
"Nov 06, 2015","61.49","60.18","61.75","60.02","6.54M","1.97%"
"Nov 05, 2015","60.30","60.51","60.98","60.19","4.62M","0.02%"
"Nov 04, 2015","60.29","60.54","60.93","59.69","6.04M","-0.90%"
"Nov 03, 2015","60.84","61.00","61.34","60.01","4.88M","0.40%"
"Nov 02, 2015","60.60","60.61","61.29","60.44","4.01M","0.48%"
"Oct 30, 2015","60.31","60.07","61.87","59.97","5.52M","0.10%"
"Oct 29, 2015","60.25","59.13","60.72","58.60","4.30M","1.18%"
"Oct 28, 2015","59.55","60.85","60.97","58.70","5.82M","-2.28%"
"Oct 27, 2015","60.94","60.72","61.80","60.47","5.98M","-0.13%"
"Oct 26, 2015","61.02","59.42","61.20","59.15","6.02M","2.25%"
"Oct 23, 2015","59.68","57.19","59.80","57.18","12.31M","6.48%"
"Oct 22, 2015","56.05","55.09","56.44","54.14","7.56M","2.75%"
"Oct 21, 2015","54.55","55.65","55.85","54.20","7.46M","-2.15%"
"Oct 20, 2015","55.75","56.85","57.07","55.45","7.31M","-1.76%"
"Oct 19, 2015","56.75","55.90","57.01","55.84","6.59M","1.39%"
"Oct 16, 2015","55.97","57.89","57.98","55.05","14.59M","-3.10%"
"Oct 15, 2015","57.76","57.79","58.08","56.72","4.19M","0.43%"
"Oct 14, 2015","57.51","57.87","58.75","56.40","5.91M","0.37%"
"Oct 13, 2015","57.30","57.12","57.76","56.43","6.22M","-0.87%"
"Oct 12, 2015","57.80","56.10","58.04","55.90","6.11M","3.75%"
"Oct 09, 2015","55.71","53.92","56.10","53.42","11.38M","6.60%"
"Oct 08, 2015","52.26","51.25","52.43","50.50","5.01M","1.32%"
"Oct 07, 2015","51.58","51.04","51.65","49.76","7.08M","1.58%"
"Oct 06, 2015","50.78","53.24","53.55","50.52","7.74M","-4.78%"
"Oct 05, 2015","53.33","52.03","53.63","51.65","5.85M","3.03%"
"Oct 02, 2015","51.76","52.34","52.38","50.95","6.75M","-2.34%"
"Oct 01, 2015","53.00","52.95","53.17","52.00","5.99M","-0.09%"
"Sep 30, 2015","53.05","52.88","53.48","52.24","6.35M","1.12%"
"Sep 29, 2015","52.46","53.83","54.02","52.11","6.29M","-2.35%"
"Sep 28, 2015","53.72","55.21","55.24","53.04","5.56M","-3.07%"
"Sep 25, 2015","55.42","56.99","56.99","54.95","6.32M","-1.62%"
"Sep 24, 2015","56.33","57.58","57.66","55.77","5.75M","-3.16%"
"Sep 23, 2015","58.17","58.52","58.89","57.29","4.22M","-0.12%"
"Sep 22, 2015","58.24","59.95","60.22","58.01","5.48M","-3.66%"
"Sep 21, 2015","60.45","60.36","61.24","59.59","5.42M","0.23%"
"Sep 18, 2015","60.31","60.84","61.35","60.03","7.13M","-2.03%"
"Sep 17, 2015","61.56","58.19","62.21","58.08","16.41M","6.23%"
"Sep 16, 2015","57.95","57.03","57.99","56.76","5.15M","1.17%"
"Sep 15, 2015","57.28","57.49","57.70","56.85","5.31M","-0.30%"
"Sep 14, 2015","57.45","56.89","57.46","56.42","4.65M","1.09%"
"Sep 11, 2015","56.83","56.77","57.47","56.34","4.03M","-0.12%"
"Sep 10, 2015","56.90","57.96","58.36","56.60","6.50M","-1.34%"
"Sep 09, 2015","57.67","57.00","58.93","56.87","9.04M","0.28%"
"Sep 08, 2015","57.51","57.74","58.01","56.91","7.12M","1.45%"
"Sep 04, 2015","56.69","56.80","57.70","56.31","6.10M","-0.98%"
"Sep 03, 2015","57.25","57.53","58.14","57.05","9.95M","-0.07%"
"Sep 02, 2015","57.29","57.89","58.09","56.72","67.83M","0.28%"
"Sep 01, 2015","57.13","56.01","57.38","55.80","12.67M","0.28%"
"Aug 31, 2015","56.97","57.18","58.04","56.88","10.56M","-0.26%"
"Aug 28, 2015","57.12","56.52","57.35","55.78","19.99M","7.05%"
"Aug 27, 2015","53.36","54.38","54.73","52.33","5.77M","-1.09%"
"Aug 26, 2015","53.95","53.37","54.22","51.62","4.99M","3.55%"
"Aug 25, 2015","52.10","54.37","54.94","52.10","4.60M","-0.44%"
"Aug 24, 2015","52.33","50.76","54.98","49.20","7.09M","-5.01%"
"Aug 21, 2015","55.09","55.92","56.67","54.96","6.68M","-2.65%"
"Aug 20, 2015","56.59","57.59","57.66","56.52","4.16M","-2.82%"
"Aug 19, 2015","58.23","58.26","59.03","57.87","3.83M","-0.48%"
"Aug 18, 2015","58.51","59.45","60.12","58.11","3.83M","-1.83%"
"Aug 17, 2015","59.60","58.49","59.93","58.00","3.89M","1.83%"
"Aug 14, 2015","58.53","57.97","58.86","57.85","2.39M","0.31%"
"Aug 13, 2015","58.35","57.65","58.59","57.18","3.34M","1.64%"
"Aug 12, 2015","57.41","57.60","57.74","55.07","4.83M","-0.79%"
"Aug 11, 2015","57.87","57.22","59.14","57.22","4.42M","1.26%"
"Aug 10, 2015","57.15","57.42","58.01","56.90","3.07M","0.72%"
"Aug 07, 2015","56.74","57.25","57.63","56.61","3.49M","-1.34%"
"Aug 06, 2015","57.51","58.41","58.96","56.95","3.75M","-1.03%"
"Aug 05, 2015","58.11","59.41","59.50","58.05","4.58M","-1.42%"
"Aug 04, 2015","58.95","59.19","59.85","58.21","4.80M","1.08%"
"Aug 03, 2015","58.32","56.86","58.89","56.69","5.27M","3.42%"
"Jul 31, 2015","56.39","56.66","56.90","56.36","3.48M","-0.79%"
"Jul 30, 2015","56.84","57.09","57.31","56.55","3.15M","-0.65%"
"Jul 29, 2015","57.21","58.10","58.42","56.80","4.77M","-2.07%"
"Jul 28, 2015","58.42","57.08","58.91","56.75","6.21M","2.83%"
"Jul 27, 2015","56.81","56.05","57.24","55.25","5.81M","0.57%"
"Jul 24, 2015","56.49","57.78","58.50","56.44","9.53M","-0.32%"
"Jul 23, 2015","56.67","58.72","60.00","56.16","10.26M","-0.70%"
"Jul 22, 2015","57.07","55.81","57.41","55.79","9.30M","1.97%"
"Jul 21, 2015","55.97","55.20","56.30","55.20","4.03M","1.12%"
"Jul 20, 2015","55.35","55.69","56.10","54.81","3.43M","-0.07%"
"Jul 17, 2015","55.39","55.23","56.70","55.03","5.89M","0.75%"
"Jul 16, 2015","54.98","55.88","56.44","54.98","5.44M","-0.94%"
"Jul 15, 2015","55.50","54.92","56.22","53.90","6.03M","-0.41%"
"Jul 14, 2015","55.73","55.96","56.49","55.21","4.52M","-1.17%"
"Jul 13, 2015","56.39","56.91","57.39","56.10","4.25M","1.59%"
"Jul 10, 2015","55.51","54.69","55.69","54.60","5.92M","4.22%"
"Jul 09, 2015","53.26","53.46","54.12","53.06","3.44M","0.83%"
"Jul 08, 2015","52.82","53.44","53.72","52.25","4.62M","-2.74%"
"Jul 07, 2015","54.31","53.99","54.49","52.54","6.63M","0.85%"
"Jul 06, 2015","53.85","52.05","53.95","52.05","6.37M","4.56%"
"Jul 02, 2015","51.50","51.88","52.51","50.98","5.32M","-0.37%"
"Jul 01, 2015","51.69","54.05","54.14","50.10","13.08M","-2.49%"
"Jun 30, 2015","53.01","53.40","54.28","52.99","4.62M","0.38%"
"Jun 29, 2015","52.81","53.85","54.89","52.51","5.28M","-3.07%"
"Jun 26, 2015","54.48","55.09","55.40","54.19","4.25M","-0.84%"
"Jun 25, 2015","54.94","54.90","55.40","54.37","4.18M","0.88%"
"Jun 24, 2015","54.46","55.12","55.85","54.30","3.99M","-1.39%"
"Jun 23, 2015","55.23","55.84","56.27","54.70","5.35M","0.78%"
"Jun 22, 2015","54.80","54.58","55.18","53.84","6.81M","2.91%"
"Jun 19, 2015","53.25","52.64","53.96","52.40","5.68M","2.38%"
"Jun 18, 2015","52.01","51.43","52.08","51.01","4.28M","1.34%"
"Jun 17, 2015","51.32","51.20","51.84","50.69","3.71M","0.18%"
"Jun 16, 2015","51.23","52.25","52.56","50.85","4.77M","-1.95%"
"Jun 15, 2015","52.25","52.49","53.01","51.87","3.20M","-1.17%"
"Jun 12, 2015","52.87","52.00","53.37","52.00","4.10M","0.70%"
"Jun 11, 2015","52.50","52.91","53.53","52.33","3.37M","0.15%"
"Jun 10, 2015","52.42","52.32","53.10","51.47","6.41M","-0.30%"
"Jun 09, 2015","52.58","50.35","52.90","49.85","12.21M","1.64%"
"Jun 08, 2015","51.73","53.48","53.60","51.03","9.23M","-4.36%"
"Jun 05, 2015","54.09","54.62","54.94","53.83","4.87M","-0.88%"
"Jun 04, 2015","54.57","55.50","56.37","53.99","7.13M","-2.33%"
"Jun 03, 2015","55.87","56.19","56.39","55.31","3.67M","-0.14%"
"Jun 02, 2015","55.95","55.12","56.37","54.36","6.72M","-0.64%"
"Jun 01, 2015","56.31","54.76","56.89","54.07","9.49M","3.15%"
"May 29, 2015","54.59","53.56","54.80","52.80","7.31M","2.06%"
"May 28, 2015","53.49","53.70","54.17","53.28","4.95M","-0.39%"
"May 27, 2015","53.70","52.37","54.00","52.25","6.44M","3.43%"
"May 26, 2015","51.92","54.10","54.10","51.68","11.24M","-3.30%"
"May 22, 2015","53.69","54.42","54.63","53.11","6.74M","-0.81%"
"May 21, 2015","54.13","54.60","55.37","54.08","10.72M","-0.75%"
"May 20, 2015","54.54","60.57","60.58","54.22","22.71M","-10.31%"
"May 19, 2015","60.81","62.74","63.22","60.72","4.84M","-2.31%"
"May 18, 2015","62.25","61.63","62.28","61.39","4.21M","1.06%"
"May 15, 2015","61.60","62.21","62.58","61.40","2.80M","-0.24%"
"May 14, 2015","61.75","61.60","62.16","61.17","3.72M","0.85%"
"May 13, 2015","61.23","62.45","63.45","61.06","4.51M","-1.02%"
"May 12, 2015","61.86","62.25","62.35","61.49","4.36M","-1.73%"
"May 11, 2015","62.95","62.70","63.64","62.16","2.73M","0.82%"
"May 08, 2015","62.44","62.24","63.90","62.07","4.83M","-0.13%"
"May 07, 2015","62.52","59.81","62.79","59.81","7.86M","5.18%"
"May 06, 2015","59.44","59.11","59.99","57.70","4.30M","0.35%"
"May 05, 2015","59.23","59.91","60.48","58.93","3.62M","-2.77%"
"May 04, 2015","60.92","61.94","62.18","60.59","3.77M","-0.78%"
"May 01, 2015","61.40","60.34","61.96","59.92","4.52M","2.78%"
"Apr 30, 2015","59.74","59.90","61.29","59.33","7.18M","-0.22%"
"Apr 29, 2015","59.87","61.00","61.27","57.95","7.50M","-2.52%"
"Apr 28, 2015","61.42","61.80","61.95","59.93","4.21M","-0.90%"
"Apr 27, 2015","61.98","62.94","63.47","61.74","4.92M","-2.41%"
"Apr 24, 2015","63.51","63.44","64.95","63.40","8.82M","1.13%"
"Apr 23, 2015","62.80","62.74","64.10","62.31","8.68M","-1.91%"
"Apr 22, 2015","64.02","63.80","64.24","62.90","6.29M","0.50%"
"Apr 21, 2015","63.70","62.70","63.92","62.08","5.72M","2.08%"
"Apr 20, 2015","62.40","62.00","62.50","61.06","4.74M","1.48%"
"Apr 17, 2015","61.49","61.69","62.55","61.43","4.09M","-1.14%"
"Apr 16, 2015","62.20","60.95","62.94","60.72","4.45M","1.98%"
"Apr 15, 2015","60.99","61.65","61.99","60.35","6.01M","1.23%"
"Apr 14, 2015","60.25","60.49","61.00","59.64","4.81M","-1.25%"
"Apr 13, 2015","61.01","60.57","62.00","60.40","4.81M","-0.07%"
"Apr 10, 2015","61.05","61.29","62.16","61.00","3.73M","-0.18%"
"Apr 09, 2015","61.16","62.26","62.91","60.56","8.91M","1.01%"
"Apr 08, 2015","60.55","59.85","61.00","59.70","6.79M","1.65%"
"Apr 07, 2015","59.57","60.58","61.42","59.29","4.87M","-0.91%"
"Apr 06, 2015","60.12","60.64","61.18","59.47","8.07M","-2.84%"
"Apr 02, 2015","61.88","64.24","64.54","61.73","7.56M","-3.33%"
"Apr 01, 2015","64.01","65.06","65.85","63.75","7.43M","-4.82%"
"Mar 31, 2015","67.25","67.95","68.10","66.77","3.27M","-1.38%"
"Mar 30, 2015","68.19","68.25","68.75","67.58","3.39M","0.65%"
"Mar 27, 2015","67.75","65.51","67.80","65.51","5.12M","4.28%"
"Mar 26, 2015","64.97","64.00","65.19","63.09","5.99M","-0.90%"
"Mar 25, 2015","65.56","67.55","67.57","65.29","5.42M","-3.06%"
"Mar 24, 2015","67.63","67.33","68.42","66.84","4.28M","0.03%"
"Mar 23, 2015","67.61","69.77","69.87","67.50","5.26M","-2.65%"
"Mar 20, 2015","69.45","69.39","70.30","68.86","10.44M","-0.91%"
"Mar 19, 2015","70.09","68.83","70.31","68.19","5.55M","2.92%"
"Mar 18, 2015","68.10","69.32","69.55","67.55","5.66M","-1.43%"
"Mar 17, 2015","69.09","68.46","69.25","67.66","5.05M","1.72%"
"Mar 16, 2015","67.92","68.22","68.92","67.41","4.28M","0.52%"
"Mar 13, 2015","67.57","68.02","69.11","67.41","4.76M","-0.25%"
"Mar 12, 2015","67.74","66.19","67.96","66.08","4.36M","2.68%"
"Mar 11, 2015","65.97","65.05","66.27","64.78","4.88M","2.10%"
"Mar 10, 2015","64.61","65.77","65.98","64.30","4.08M","-2.33%"
"Mar 09, 2015","66.15","66.90","67.47","65.82","4.61M","-0.78%"
"Mar 06, 2015","66.67","67.66","68.31","66.54","2.37M","-1.84%"
"Mar 05, 2015","67.92","69.30","69.31","67.33","3.90M","-1.09%"
"Mar 04, 2015","68.67","68.37","69.13","67.59","4.58M","-0.48%"
"Mar 03, 2015","69.00","66.20","69.04","66.09","6.01M","3.28%"
"Mar 02, 2015","66.81","66.14","67.14","65.94","5.05M","2.50%"
"Feb 27, 2015","65.18","67.51","67.61","64.71","5.82M","-3.32%"
"Feb 26, 2015","67.42","69.63","69.70","66.39","7.53M","-1.85%"
"Feb 25, 2015","68.69","70.56","70.79","68.67","4.42M","-3.10%"
"Feb 24, 2015","70.89","67.95","71.38","67.27","5.19M","2.98%"
"Feb 23, 2015","68.84","69.03","69.83","67.98","5.12M","1.22%"
"Feb 20, 2015","68.01","66.09","68.28","65.52","4.70M","2.91%"
"Feb 19, 2015","66.09","68.45","68.92","66.04","4.81M","-0.94%"
"Feb 18, 2015","66.72","65.90","66.74","64.50","4.45M","2.76%"
"Feb 17, 2015","64.93","66.50","67.42","64.72","4.45M","-1.96%"
"Feb 13, 2015","66.23","66.11","66.59","65.39","4.36M","-1.65%"
"Feb 12, 2015","67.34","66.01","67.55","64.85","4.42M","0.33%"
"Feb 11, 2015","67.12","68.34","68.58","66.57","4.39M","-0.75%"
"Feb 10, 2015","67.63","65.40","67.71","65.23","5.49M","4.74%"
"Feb 09, 2015","64.57","65.70","66.67","63.76","7.97M","-4.45%"
"Feb 06, 2015","67.58","69.04","69.33","67.14","6.42M","-2.90%"
"Feb 05, 2015","69.60","71.29","71.35","68.63","5.16M","-2.93%"
"Feb 04, 2015","71.70","68.80","72.23","68.80","6.39M","5.49%"
"Feb 03, 2015","67.97","67.30","68.97","66.70","8.80M","-2.03%"
"Feb 02, 2015","69.38","69.08","69.38","65.74","9.99M","0.01%"
"Jan 30, 2015","69.37","72.88","73.52","68.26","8.06M","-5.66%"
"Jan 29, 2015","73.53","71.38","73.79","70.71","6.12M","3.90%"
"Jan 28, 2015","70.77","72.68","73.80","70.41","4.49M","-1.43%"
"Jan 27, 2015","71.80","72.21","73.51","71.61","4.39M","-2.47%"
"Jan 26, 2015","73.62","72.54","74.52","72.31","5.60M","0.71%"
"Jan 23, 2015","73.10","72.26","73.22","71.51","3.81M","1.05%"
"Jan 22, 2015","72.34","71.00","73.20","69.82","9.68M","4.52%"
"Jan 21, 2015","69.21","67.61","69.46","66.68","7.08M","1.73%"
"Jan 20, 2015","68.03","67.11","68.54","65.85","9.47M","3.47%"
"Jan 16, 2015","65.75","63.56","65.75","62.37","8.14M","3.01%"
"Jan 15, 2015","63.83","64.28","66.03","63.72","6.26M","-0.34%"
"Jan 14, 2015","64.05","65.11","65.54","62.65","6.75M","-3.55%"
"Jan 13, 2015","66.41","66.84","68.26","65.45","6.27M","0.74%"
"Jan 12, 2015","65.92","66.16","66.85","63.84","5.25M","0.89%"
"Jan 09, 2015","65.34","66.76","66.97","64.90","3.49M","-1.95%"
"Jan 08, 2015","66.64","65.70","67.52","65.41","6.89M","1.69%"
"Jan 07, 2015","65.53","64.96","66.11","64.00","5.14M","1.47%"
"Jan 06, 2015","64.58","66.63","67.00","63.11","6.05M","-2.37%"
"Jan 05, 2015","66.15","66.87","67.35","65.50","5.03M","-0.29%"
"Jan 02, 2015","66.34","67.74","68.08","65.71","6.22M","-0.82%"